nohup: ignoring input
Namespace(batchSize=64, chop=False, cuda=True, loss='1*L1', lr=0.0001, nEpochs=1000, patchSize=64, pre_train=None, rgb_range=255, seed=123, testBatchSize=1, threads=4)
===> Loading datasets
===> Building model
===> Epoch[1](574/1860): Loss: 0.017960
===> Epoch[1](575/1860): Loss: 0.017929
===> Epoch[1](576/1860): Loss: 0.019907
===> Epoch[1](577/1860): Loss: 0.018351
===> Epoch[1](578/1860): Loss: 0.018665
===> Epoch[1](579/1860): Loss: 0.015964
===> Epoch[1](580/1860): Loss: 0.017634
===> Epoch[1](581/1860): Loss: 0.018929
===> Epoch[1](582/1860): Loss: 0.018214
===> Epoch[1](583/1860): Loss: 0.017661
===> Epoch[1](584/1860): Loss: 0.017285
===> Epoch[1](585/1860): Loss: 0.017858
===> Epoch[1](586/1860): Loss: 0.016765
===> Epoch[1](587/1860): Loss: 0.017935
===> Epoch[1](588/1860): Loss: 0.019669
===> Epoch[1](589/1860): Loss: 0.019222
===> Epoch[1](590/1860): Loss: 0.017912
===> Epoch[1](591/1860): Loss: 0.016385
===> Epoch[1](592/1860): Loss: 0.018720
===> Epoch[1](593/1860): Loss: 0.017428
===> Epoch[1](594/1860): Loss: 0.017195
===> Epoch[1](595/1860): Loss: 0.016969
===> Epoch[1](596/1860): Loss: 0.018844
===> Epoch[1](597/1860): Loss: 0.018147
===> Epoch[1](598/1860): Loss: 0.016573
===> Epoch[1](599/1860): Loss: 0.017366
===> Epoch[1](600/1860): Loss: 0.019203
===> Epoch[1](601/1860): Loss: 0.017308
===> Epoch[1](602/1860): Loss: 0.017262
===> Epoch[1](603/1860): Loss: 0.017288
===> Epoch[1](604/1860): Loss: 0.017585
===> Epoch[1](605/1860): Loss: 0.017849
===> Epoch[1](606/1860): Loss: 0.017611
===> Epoch[1](607/1860): Loss: 0.017552
===> Epoch[1](608/1860): Loss: 0.019212
===> Epoch[1](609/1860): Loss: 0.017580
===> Epoch[1](610/1860): Loss: 0.019453
===> Epoch[1](611/1860): Loss: 0.017941
===> Epoch[1](612/1860): Loss: 0.017651
===> Epoch[1](613/1860): Loss: 0.016445
===> Epoch[1](614/1860): Loss: 0.017561
===> Epoch[1](615/1860): Loss: 0.015900
===> Epoch[1](616/1860): Loss: 0.016969
===> Epoch[1](617/1860): Loss: 0.018822
===> Epoch[1](618/1860): Loss: 0.019839
===> Epoch[1](619/1860): Loss: 0.018807
===> Epoch[1](620/1860): Loss: 0.019150
===> Epoch[1](621/1860): Loss: 0.016307
===> Epoch[1](622/1860): Loss: 0.017523
===> Epoch[1](623/1860): Loss: 0.016310
===> Epoch[1](624/1860): Loss: 0.017872
===> Epoch[1](625/1860): Loss: 0.018210
===> Epoch[1](626/1860): Loss: 0.016355
===> Epoch[1](627/1860): Loss: 0.016412
===> Epoch[1](628/1860): Loss: 0.018416
===> Epoch[1](629/1860): Loss: 0.016806
===> Epoch[1](630/1860): Loss: 0.014719
===> Epoch[1](631/1860): Loss: 0.018044
===> Epoch[1](632/1860): Loss: 0.016984
===> Epoch[1](633/1860): Loss: 0.018945
===> Epoch[1](634/1860): Loss: 0.018174
===> Epoch[1](635/1860): Loss: 0.018344
===> Epoch[1](636/1860): Loss: 0.016809
===> Epoch[1](637/1860): Loss: 0.018924
===> Epoch[1](638/1860): Loss: 0.017930
===> Epoch[1](639/1860): Loss: 0.018350
===> Epoch[1](640/1860): Loss: 0.018379
===> Epoch[1](641/1860): Loss: 0.018895
===> Epoch[1](642/1860): Loss: 0.017969
===> Epoch[1](643/1860): Loss: 0.017426
===> Epoch[1](644/1860): Loss: 0.016887
===> Epoch[1](645/1860): Loss: 0.017542
===> Epoch[1](646/1860): Loss: 0.018002
===> Epoch[1](647/1860): Loss: 0.016355
===> Epoch[1](648/1860): Loss: 0.018527
===> Epoch[1](649/1860): Loss: 0.018947
===> Epoch[1](650/1860): Loss: 0.016789
===> Epoch[1](651/1860): Loss: 0.019054
===> Epoch[1](652/1860): Loss: 0.019785
===> Epoch[1](653/1860): Loss: 0.016178
===> Epoch[1](654/1860): Loss: 0.018552
===> Epoch[1](655/1860): Loss: 0.018456
===> Epoch[1](656/1860): Loss: 0.017482
===> Epoch[1](657/1860): Loss: 0.017759
===> Epoch[1](658/1860): Loss: 0.016338
===> Epoch[1](659/1860): Loss: 0.018424
===> Epoch[1](660/1860): Loss: 0.017708
===> Epoch[1](661/1860): Loss: 0.019708
===> Epoch[1](662/1860): Loss: 0.016282
===> Epoch[1](663/1860): Loss: 0.016544
===> Epoch[1](664/1860): Loss: 0.018286
===> Epoch[1](665/1860): Loss: 0.017691
===> Epoch[1](666/1860): Loss: 0.019039
===> Epoch[1](667/1860): Loss: 0.016424
===> Epoch[1](668/1860): Loss: 0.018857
===> Epoch[1](669/1860): Loss: 0.017586
===> Epoch[1](670/1860): Loss: 0.017923
===> Epoch[1](671/1860): Loss: 0.017341
===> Epoch[1](672/1860): Loss: 0.017600
===> Epoch[1](673/1860): Loss: 0.016675
===> Epoch[1](674/1860): Loss: 0.019548
===> Epoch[1](675/1860): Loss: 0.018796
===> Epoch[1](676/1860): Loss: 0.017171
===> Epoch[1](677/1860): Loss: 0.018085
===> Epoch[1](678/1860): Loss: 0.017648
===> Epoch[1](679/1860): Loss: 0.015358
===> Epoch[1](680/1860): Loss: 0.019794
===> Epoch[1](681/1860): Loss: 0.017642
===> Epoch[1](682/1860): Loss: 0.018465
===> Epoch[1](683/1860): Loss: 0.018939
===> Epoch[1](684/1860): Loss: 0.017611
===> Epoch[1](685/1860): Loss: 0.019371
===> Epoch[1](686/1860): Loss: 0.016624
===> Epoch[1](687/1860): Loss: 0.018188
===> Epoch[1](688/1860): Loss: 0.017849
===> Epoch[1](689/1860): Loss: 0.017423
===> Epoch[1](690/1860): Loss: 0.016544
===> Epoch[1](691/1860): Loss: 0.018963
===> Epoch[1](692/1860): Loss: 0.019510
===> Epoch[1](693/1860): Loss: 0.018137
===> Epoch[1](694/1860): Loss: 0.018175
===> Epoch[1](695/1860): Loss: 0.017100
===> Epoch[1](696/1860): Loss: 0.017824
===> Epoch[1](697/1860): Loss: 0.017668
===> Epoch[1](698/1860): Loss: 0.018730
===> Epoch[1](699/1860): Loss: 0.016671
===> Epoch[1](700/1860): Loss: 0.017823
===> Epoch[1](701/1860): Loss: 0.018648
===> Epoch[1](702/1860): Loss: 0.018432
===> Epoch[1](703/1860): Loss: 0.018961
===> Epoch[1](704/1860): Loss: 0.018286
===> Epoch[1](705/1860): Loss: 0.017916
===> Epoch[1](706/1860): Loss: 0.018045
===> Epoch[1](707/1860): Loss: 0.019368
===> Epoch[1](708/1860): Loss: 0.016543
===> Epoch[1](709/1860): Loss: 0.017544
===> Epoch[1](710/1860): Loss: 0.016020
===> Epoch[1](711/1860): Loss: 0.017505
===> Epoch[1](712/1860): Loss: 0.018508
===> Epoch[1](713/1860): Loss: 0.018283
===> Epoch[1](714/1860): Loss: 0.018624
===> Epoch[1](715/1860): Loss: 0.017534
===> Epoch[1](716/1860): Loss: 0.019003
===> Epoch[1](717/1860): Loss: 0.017506
===> Epoch[1](718/1860): Loss: 0.018260
===> Epoch[1](719/1860): Loss: 0.017455
===> Epoch[1](720/1860): Loss: 0.015375
===> Epoch[1](721/1860): Loss: 0.017489
===> Epoch[1](722/1860): Loss: 0.017336
===> Epoch[1](723/1860): Loss: 0.017573
===> Epoch[1](724/1860): Loss: 0.018667
===> Epoch[1](725/1860): Loss: 0.019162
===> Epoch[1](726/1860): Loss: 0.016960
===> Epoch[1](727/1860): Loss: 0.018547
===> Epoch[1](728/1860): Loss: 0.017768
===> Epoch[1](729/1860): Loss: 0.018539
===> Epoch[1](730/1860): Loss: 0.015858
===> Epoch[1](731/1860): Loss: 0.017464
===> Epoch[1](732/1860): Loss: 0.017453
===> Epoch[1](733/1860): Loss: 0.016902
===> Epoch[1](734/1860): Loss: 0.019013
===> Epoch[1](735/1860): Loss: 0.017989
===> Epoch[1](736/1860): Loss: 0.018599
===> Epoch[1](737/1860): Loss: 0.018222
===> Epoch[1](738/1860): Loss: 0.017789
===> Epoch[1](739/1860): Loss: 0.016352
===> Epoch[1](740/1860): Loss: 0.018543
===> Epoch[1](741/1860): Loss: 0.017986
===> Epoch[1](742/1860): Loss: 0.016000
===> Epoch[1](743/1860): Loss: 0.016508
===> Epoch[1](744/1860): Loss: 0.016677
===> Epoch[1](745/1860): Loss: 0.017414
===> Epoch[1](746/1860): Loss: 0.015328
===> Epoch[1](747/1860): Loss: 0.016156
===> Epoch[1](748/1860): Loss: 0.017571
===> Epoch[1](749/1860): Loss: 0.017184
===> Epoch[1](750/1860): Loss: 0.015943
===> Epoch[1](751/1860): Loss: 0.018647
===> Epoch[1](752/1860): Loss: 0.018634
===> Epoch[1](753/1860): Loss: 0.018155
===> Epoch[1](754/1860): Loss: 0.016265
===> Epoch[1](755/1860): Loss: 0.017677
===> Epoch[1](756/1860): Loss: 0.016730
===> Epoch[1](757/1860): Loss: 0.016507
===> Epoch[1](758/1860): Loss: 0.017285
===> Epoch[1](759/1860): Loss: 0.019899
===> Epoch[1](760/1860): Loss: 0.018522
===> Epoch[1](761/1860): Loss: 0.018108
===> Epoch[1](762/1860): Loss: 0.016259
===> Epoch[1](763/1860): Loss: 0.019269
===> Epoch[1](764/1860): Loss: 0.017023
===> Epoch[1](765/1860): Loss: 0.017650
===> Epoch[1](766/1860): Loss: 0.016992
===> Epoch[1](767/1860): Loss: 0.018278
===> Epoch[1](768/1860): Loss: 0.017788
===> Epoch[1](769/1860): Loss: 0.015497
===> Epoch[1](770/1860): Loss: 0.016079
===> Epoch[1](771/1860): Loss: 0.017181
===> Epoch[1](772/1860): Loss: 0.018181
===> Epoch[1](773/1860): Loss: 0.018725
===> Epoch[1](774/1860): Loss: 0.017212
===> Epoch[1](775/1860): Loss: 0.016667
===> Epoch[1](776/1860): Loss: 0.016318
===> Epoch[1](777/1860): Loss: 0.016363
===> Epoch[1](778/1860): Loss: 0.017873
===> Epoch[1](779/1860): Loss: 0.017580
===> Epoch[1](780/1860): Loss: 0.019274
===> Epoch[1](781/1860): Loss: 0.017266
===> Epoch[1](782/1860): Loss: 0.018128
===> Epoch[1](783/1860): Loss: 0.017748
===> Epoch[1](784/1860): Loss: 0.018685
===> Epoch[1](785/1860): Loss: 0.016895
===> Epoch[1](786/1860): Loss: 0.016813
===> Epoch[1](787/1860): Loss: 0.019507
===> Epoch[1](788/1860): Loss: 0.017240
===> Epoch[1](789/1860): Loss: 0.016534
===> Epoch[1](790/1860): Loss: 0.017124
===> Epoch[1](791/1860): Loss: 0.016256
===> Epoch[1](792/1860): Loss: 0.016080
===> Epoch[1](793/1860): Loss: 0.018711
===> Epoch[1](794/1860): Loss: 0.018273
===> Epoch[1](795/1860): Loss: 0.018374
===> Epoch[1](796/1860): Loss: 0.016395
===> Epoch[1](797/1860): Loss: 0.018791
===> Epoch[1](798/1860): Loss: 0.017026
===> Epoch[1](799/1860): Loss: 0.017466
===> Epoch[1](800/1860): Loss: 0.017643
===> Epoch[1](801/1860): Loss: 0.017704
===> Epoch[1](802/1860): Loss: 0.017965
===> Epoch[1](803/1860): Loss: 0.019395
===> Epoch[1](804/1860): Loss: 0.015770
===> Epoch[1](805/1860): Loss: 0.015504
===> Epoch[1](806/1860): Loss: 0.017778
===> Epoch[1](807/1860): Loss: 0.018043
===> Epoch[1](808/1860): Loss: 0.016967
===> Epoch[1](809/1860): Loss: 0.015638
===> Epoch[1](810/1860): Loss: 0.016245
===> Epoch[1](811/1860): Loss: 0.018242
===> Epoch[1](812/1860): Loss: 0.017608
===> Epoch[1](813/1860): Loss: 0.016352
===> Epoch[1](814/1860): Loss: 0.017626
===> Epoch[1](815/1860): Loss: 0.018373
===> Epoch[1](816/1860): Loss: 0.018344
===> Epoch[1](817/1860): Loss: 0.017250
===> Epoch[1](818/1860): Loss: 0.018317
===> Epoch[1](819/1860): Loss: 0.017322
===> Epoch[1](820/1860): Loss: 0.017480
===> Epoch[1](821/1860): Loss: 0.018441
===> Epoch[1](822/1860): Loss: 0.017010
===> Epoch[1](823/1860): Loss: 0.017014
===> Epoch[1](824/1860): Loss: 0.016224
===> Epoch[1](825/1860): Loss: 0.017926
===> Epoch[1](826/1860): Loss: 0.017521
===> Epoch[1](827/1860): Loss: 0.016293
===> Epoch[1](828/1860): Loss: 0.018035
===> Epoch[1](829/1860): Loss: 0.016316
===> Epoch[1](830/1860): Loss: 0.018414
===> Epoch[1](831/1860): Loss: 0.017692
===> Epoch[1](832/1860): Loss: 0.017444
===> Epoch[1](833/1860): Loss: 0.015963
===> Epoch[1](834/1860): Loss: 0.020043
===> Epoch[1](835/1860): Loss: 0.018322
===> Epoch[1](836/1860): Loss: 0.018605
===> Epoch[1](837/1860): Loss: 0.019194
===> Epoch[1](838/1860): Loss: 0.015132
===> Epoch[1](839/1860): Loss: 0.015409
===> Epoch[1](840/1860): Loss: 0.017117
===> Epoch[1](841/1860): Loss: 0.016619
===> Epoch[1](842/1860): Loss: 0.016272
===> Epoch[1](843/1860): Loss: 0.017454
===> Epoch[1](844/1860): Loss: 0.016901
===> Epoch[1](845/1860): Loss: 0.017338
===> Epoch[1](846/1860): Loss: 0.018668
===> Epoch[1](847/1860): Loss: 0.017724
===> Epoch[1](848/1860): Loss: 0.016614
===> Epoch[1](849/1860): Loss: 0.018303
===> Epoch[1](850/1860): Loss: 0.018414
===> Epoch[1](851/1860): Loss: 0.017947
===> Epoch[1](852/1860): Loss: 0.016417
===> Epoch[1](853/1860): Loss: 0.016863
===> Epoch[1](854/1860): Loss: 0.019186
===> Epoch[1](855/1860): Loss: 0.017755
===> Epoch[1](856/1860): Loss: 0.017854
===> Epoch[1](857/1860): Loss: 0.016744
===> Epoch[1](858/1860): Loss: 0.016963
===> Epoch[1](859/1860): Loss: 0.017738
===> Epoch[1](860/1860): Loss: 0.017244
===> Epoch[1](861/1860): Loss: 0.017690
===> Epoch[1](862/1860): Loss: 0.017205
===> Epoch[1](863/1860): Loss: 0.015958
===> Epoch[1](864/1860): Loss: 0.017182
===> Epoch[1](865/1860): Loss: 0.017891
===> Epoch[1](866/1860): Loss: 0.018568
===> Epoch[1](867/1860): Loss: 0.019787
===> Epoch[1](868/1860): Loss: 0.017906
===> Epoch[1](869/1860): Loss: 0.018168
===> Epoch[1](870/1860): Loss: 0.018111
===> Epoch[1](871/1860): Loss: 0.017175
===> Epoch[1](872/1860): Loss: 0.019439
===> Epoch[1](873/1860): Loss: 0.018064
===> Epoch[1](874/1860): Loss: 0.018558
===> Epoch[1](875/1860): Loss: 0.016935
===> Epoch[1](876/1860): Loss: 0.017726
===> Epoch[1](877/1860): Loss: 0.018016
===> Epoch[1](878/1860): Loss: 0.017090
===> Epoch[1](879/1860): Loss: 0.017200
===> Epoch[1](880/1860): Loss: 0.017868
===> Epoch[1](881/1860): Loss: 0.018593
===> Epoch[1](882/1860): Loss: 0.016634
===> Epoch[1](883/1860): Loss: 0.018222
===> Epoch[1](884/1860): Loss: 0.017195
===> Epoch[1](885/1860): Loss: 0.018280
===> Epoch[1](886/1860): Loss: 0.015671
===> Epoch[1](887/1860): Loss: 0.018613
===> Epoch[1](888/1860): Loss: 0.017485
===> Epoch[1](889/1860): Loss: 0.019233
===> Epoch[1](890/1860): Loss: 0.020064
===> Epoch[1](891/1860): Loss: 0.016936
===> Epoch[1](892/1860): Loss: 0.018665
===> Epoch[1](893/1860): Loss: 0.018276
===> Epoch[1](894/1860): Loss: 0.017313
===> Epoch[1](895/1860): Loss: 0.017517
===> Epoch[1](896/1860): Loss: 0.016110
===> Epoch[1](897/1860): Loss: 0.017175
===> Epoch[1](898/1860): Loss: 0.017393
===> Epoch[1](899/1860): Loss: 0.019840
===> Epoch[1](900/1860): Loss: 0.018250
===> Epoch[1](901/1860): Loss: 0.017707
===> Epoch[1](902/1860): Loss: 0.017681
===> Epoch[1](903/1860): Loss: 0.016412
===> Epoch[1](904/1860): Loss: 0.016714
===> Epoch[1](905/1860): Loss: 0.017251
===> Epoch[1](906/1860): Loss: 0.017957
===> Epoch[1](907/1860): Loss: 0.017793
===> Epoch[1](908/1860): Loss: 0.016976
===> Epoch[1](909/1860): Loss: 0.017932
===> Epoch[1](910/1860): Loss: 0.017459
===> Epoch[1](911/1860): Loss: 0.017312
===> Epoch[1](912/1860): Loss: 0.015475
===> Epoch[1](913/1860): Loss: 0.017393
===> Epoch[1](914/1860): Loss: 0.019194
===> Epoch[1](915/1860): Loss: 0.017165
===> Epoch[1](916/1860): Loss: 0.019294
===> Epoch[1](917/1860): Loss: 0.016943
===> Epoch[1](918/1860): Loss: 0.016784
===> Epoch[1](919/1860): Loss: 0.018028
===> Epoch[1](920/1860): Loss: 0.017920
===> Epoch[1](921/1860): Loss: 0.018160
===> Epoch[1](922/1860): Loss: 0.017267
===> Epoch[1](923/1860): Loss: 0.017143
===> Epoch[1](924/1860): Loss: 0.017202
===> Epoch[1](925/1860): Loss: 0.018283
===> Epoch[1](926/1860): Loss: 0.018417
===> Epoch[1](927/1860): Loss: 0.016213
===> Epoch[1](928/1860): Loss: 0.019160
===> Epoch[1](929/1860): Loss: 0.018047
===> Epoch[1](930/1860): Loss: 0.017659
===> Epoch[1](931/1860): Loss: 0.018493
===> Epoch[1](932/1860): Loss: 0.018064
===> Epoch[1](933/1860): Loss: 0.019055
===> Epoch[1](934/1860): Loss: 0.017037
===> Epoch[1](935/1860): Loss: 0.018092
===> Epoch[1](936/1860): Loss: 0.017113
===> Epoch[1](937/1860): Loss: 0.018938
===> Epoch[1](938/1860): Loss: 0.017695
===> Epoch[1](939/1860): Loss: 0.016526
===> Epoch[1](940/1860): Loss: 0.017158
===> Epoch[1](941/1860): Loss: 0.017096
===> Epoch[1](942/1860): Loss: 0.017530
===> Epoch[1](943/1860): Loss: 0.017410
===> Epoch[1](944/1860): Loss: 0.019635
===> Epoch[1](945/1860): Loss: 0.017832
===> Epoch[1](946/1860): Loss: 0.016531
===> Epoch[1](947/1860): Loss: 0.017783
===> Epoch[1](948/1860): Loss: 0.016740
===> Epoch[1](949/1860): Loss: 0.016805
===> Epoch[1](950/1860): Loss: 0.017785
===> Epoch[1](951/1860): Loss: 0.018680
===> Epoch[1](952/1860): Loss: 0.016914
===> Epoch[1](953/1860): Loss: 0.016931
===> Epoch[1](954/1860): Loss: 0.016757
===> Epoch[1](955/1860): Loss: 0.019181
===> Epoch[1](956/1860): Loss: 0.018533
===> Epoch[1](957/1860): Loss: 0.017674
===> Epoch[1](958/1860): Loss: 0.017673
===> Epoch[1](959/1860): Loss: 0.018991
===> Epoch[1](960/1860): Loss: 0.018862
===> Epoch[1](961/1860): Loss: 0.017998
===> Epoch[1](962/1860): Loss: 0.018048
===> Epoch[1](963/1860): Loss: 0.019413
===> Epoch[1](964/1860): Loss: 0.017716
===> Epoch[1](965/1860): Loss: 0.016355
===> Epoch[1](966/1860): Loss: 0.018906
===> Epoch[1](967/1860): Loss: 0.015471
===> Epoch[1](968/1860): Loss: 0.015305
===> Epoch[1](969/1860): Loss: 0.017462
===> Epoch[1](970/1860): Loss: 0.018428
===> Epoch[1](971/1860): Loss: 0.017674
===> Epoch[1](972/1860): Loss: 0.019512
===> Epoch[1](973/1860): Loss: 0.015192
===> Epoch[1](974/1860): Loss: 0.016253
===> Epoch[1](975/1860): Loss: 0.019036
===> Epoch[1](976/1860): Loss: 0.017575
===> Epoch[1](977/1860): Loss: 0.016489
===> Epoch[1](978/1860): Loss: 0.017111
===> Epoch[1](979/1860): Loss: 0.018417
===> Epoch[1](980/1860): Loss: 0.016664
===> Epoch[1](981/1860): Loss: 0.018449
===> Epoch[1](982/1860): Loss: 0.017454
===> Epoch[1](983/1860): Loss: 0.017506
===> Epoch[1](984/1860): Loss: 0.019027
===> Epoch[1](985/1860): Loss: 0.017861
===> Epoch[1](986/1860): Loss: 0.015220
===> Epoch[1](987/1860): Loss: 0.018196
===> Epoch[1](988/1860): Loss: 0.019966
===> Epoch[1](989/1860): Loss: 0.019978
===> Epoch[1](990/1860): Loss: 0.017130
===> Epoch[1](991/1860): Loss: 0.016854
===> Epoch[1](992/1860): Loss: 0.016476
===> Epoch[1](993/1860): Loss: 0.016612
===> Epoch[1](994/1860): Loss: 0.016557
===> Epoch[1](995/1860): Loss: 0.016735
===> Epoch[1](996/1860): Loss: 0.017113
===> Epoch[1](997/1860): Loss: 0.016964
===> Epoch[1](998/1860): Loss: 0.018434
===> Epoch[1](999/1860): Loss: 0.016208
===> Epoch[1](1000/1860): Loss: 0.017665
===> Epoch[1](1001/1860): Loss: 0.017950
===> Epoch[1](1002/1860): Loss: 0.015819
===> Epoch[1](1003/1860): Loss: 0.016630
===> Epoch[1](1004/1860): Loss: 0.015198
===> Epoch[1](1005/1860): Loss: 0.016997
===> Epoch[1](1006/1860): Loss: 0.017721
===> Epoch[1](1007/1860): Loss: 0.016778
===> Epoch[1](1008/1860): Loss: 0.017451
===> Epoch[1](1009/1860): Loss: 0.017437
===> Epoch[1](1010/1860): Loss: 0.017216
===> Epoch[1](1011/1860): Loss: 0.016346
===> Epoch[1](1012/1860): Loss: 0.015690
===> Epoch[1](1013/1860): Loss: 0.016293
===> Epoch[1](1014/1860): Loss: 0.017663
===> Epoch[1](1015/1860): Loss: 0.017377
===> Epoch[1](1016/1860): Loss: 0.019452
===> Epoch[1](1017/1860): Loss: 0.018227
===> Epoch[1](1018/1860): Loss: 0.017559
===> Epoch[1](1019/1860): Loss: 0.017332
===> Epoch[1](1020/1860): Loss: 0.016969
===> Epoch[1](1021/1860): Loss: 0.018832
===> Epoch[1](1022/1860): Loss: 0.018527
===> Epoch[1](1023/1860): Loss: 0.018352
===> Epoch[1](1024/1860): Loss: 0.016962
===> Epoch[1](1025/1860): Loss: 0.017205
===> Epoch[1](1026/1860): Loss: 0.018498
===> Epoch[1](1027/1860): Loss: 0.016215
===> Epoch[1](1028/1860): Loss: 0.017776
===> Epoch[1](1029/1860): Loss: 0.017618
===> Epoch[1](1030/1860): Loss: 0.018063
===> Epoch[1](1031/1860): Loss: 0.015899
===> Epoch[1](1032/1860): Loss: 0.015404
===> Epoch[1](1033/1860): Loss: 0.018567
===> Epoch[1](1034/1860): Loss: 0.019285
===> Epoch[1](1035/1860): Loss: 0.017727
===> Epoch[1](1036/1860): Loss: 0.017059
===> Epoch[1](1037/1860): Loss: 0.016917
===> Epoch[1](1038/1860): Loss: 0.019443
===> Epoch[1](1039/1860): Loss: 0.017140
===> Epoch[1](1040/1860): Loss: 0.019258
===> Epoch[1](1041/1860): Loss: 0.017107
===> Epoch[1](1042/1860): Loss: 0.019660
===> Epoch[1](1043/1860): Loss: 0.018746
===> Epoch[1](1044/1860): Loss: 0.017782
===> Epoch[1](1045/1860): Loss: 0.016655
===> Epoch[1](1046/1860): Loss: 0.017020
===> Epoch[1](1047/1860): Loss: 0.017384
===> Epoch[1](1048/1860): Loss: 0.018141
===> Epoch[1](1049/1860): Loss: 0.016734
===> Epoch[1](1050/1860): Loss: 0.021128
===> Epoch[1](1051/1860): Loss: 0.015941
===> Epoch[1](1052/1860): Loss: 0.018182
===> Epoch[1](1053/1860): Loss: 0.017713
===> Epoch[1](1054/1860): Loss: 0.018922
===> Epoch[1](1055/1860): Loss: 0.017758
===> Epoch[1](1056/1860): Loss: 0.018299
===> Epoch[1](1057/1860): Loss: 0.018508
===> Epoch[1](1058/1860): Loss: 0.017664
===> Epoch[1](1059/1860): Loss: 0.015841
===> Epoch[1](1060/1860): Loss: 0.017534
===> Epoch[1](1061/1860): Loss: 0.017895
===> Epoch[1](1062/1860): Loss: 0.020314
===> Epoch[1](1063/1860): Loss: 0.018005
===> Epoch[1](1064/1860): Loss: 0.017752
===> Epoch[1](1065/1860): Loss: 0.017774
===> Epoch[1](1066/1860): Loss: 0.017286
===> Epoch[1](1067/1860): Loss: 0.018564
===> Epoch[1](1068/1860): Loss: 0.017331
===> Epoch[1](1069/1860): Loss: 0.016662
===> Epoch[1](1070/1860): Loss: 0.015385
===> Epoch[1](1071/1860): Loss: 0.016265
===> Epoch[1](1072/1860): Loss: 0.019012
===> Epoch[1](1073/1860): Loss: 0.017273
===> Epoch[1](1074/1860): Loss: 0.017861
===> Epoch[1](1075/1860): Loss: 0.018324
===> Epoch[1](1076/1860): Loss: 0.018949
===> Epoch[1](1077/1860): Loss: 0.018874
===> Epoch[1](1078/1860): Loss: 0.017543
===> Epoch[1](1079/1860): Loss: 0.019487
===> Epoch[1](1080/1860): Loss: 0.018360
===> Epoch[1](1081/1860): Loss: 0.017922
===> Epoch[1](1082/1860): Loss: 0.016272
===> Epoch[1](1083/1860): Loss: 0.018236
===> Epoch[1](1084/1860): Loss: 0.015853
===> Epoch[1](1085/1860): Loss: 0.016893
===> Epoch[1](1086/1860): Loss: 0.019330
===> Epoch[1](1087/1860): Loss: 0.017455
===> Epoch[1](1088/1860): Loss: 0.017128
===> Epoch[1](1089/1860): Loss: 0.015608
===> Epoch[1](1090/1860): Loss: 0.019038
===> Epoch[1](1091/1860): Loss: 0.018277
===> Epoch[1](1092/1860): Loss: 0.018971
===> Epoch[1](1093/1860): Loss: 0.018246
===> Epoch[1](1094/1860): Loss: 0.018250
===> Epoch[1](1095/1860): Loss: 0.015418
===> Epoch[1](1096/1860): Loss: 0.016914
===> Epoch[1](1097/1860): Loss: 0.018055
===> Epoch[1](1098/1860): Loss: 0.017483
===> Epoch[1](1099/1860): Loss: 0.018728
===> Epoch[1](1100/1860): Loss: 0.018817
===> Epoch[1](1101/1860): Loss: 0.018101
===> Epoch[1](1102/1860): Loss: 0.017886
===> Epoch[1](1103/1860): Loss: 0.019320
===> Epoch[1](1104/1860): Loss: 0.019727
===> Epoch[1](1105/1860): Loss: 0.017092
===> Epoch[1](1106/1860): Loss: 0.020698
===> Epoch[1](1107/1860): Loss: 0.018465
===> Epoch[1](1108/1860): Loss: 0.016612
===> Epoch[1](1109/1860): Loss: 0.017798
===> Epoch[1](1110/1860): Loss: 0.016804
===> Epoch[1](1111/1860): Loss: 0.017326
===> Epoch[1](1112/1860): Loss: 0.017995
===> Epoch[1](1113/1860): Loss: 0.016892
===> Epoch[1](1114/1860): Loss: 0.016355
===> Epoch[1](1115/1860): Loss: 0.018883
===> Epoch[1](1116/1860): Loss: 0.016151
===> Epoch[1](1117/1860): Loss: 0.016164
===> Epoch[1](1118/1860): Loss: 0.017740
===> Epoch[1](1119/1860): Loss: 0.018579
===> Epoch[1](1120/1860): Loss: 0.017719
===> Epoch[1](1121/1860): Loss: 0.017055
===> Epoch[1](1122/1860): Loss: 0.018857
===> Epoch[1](1123/1860): Loss: 0.018100
===> Epoch[1](1124/1860): Loss: 0.017845
